generated_id,smiles,reward,depth,elapsed_time,is_through_filter,LogP
41,C#CCOc1ccc(NC(=O)c2nc(C3CC3)n3ccccc23)cc1,0.33424538516233854,2,2.6,1,3.4760000000000018
42,C[C@](Cc1ccccc1)(NC(=O)N1CCO[C@H](CO)C1)c1ccccc1,0.24935037644689995,2,2.6,1,2.547200000000001
43,CCNC(=O)NC(=O)[C@@H](C)Sc1nncn1-c1ccccc1C,0.18794107825031248,2,2.6,1,1.90202
44,Cc1ccc(CN(Cc2ccco2)C(=O)c2ccccc2C#N)o1,0.3709549741304989,2,2.6,1,3.8953000000000033
46,C[C@@H](NC(=O)c1ccc2nccnc2c1)[C@H]1CCCO1,0.19035934611732447,2,2.6,1,1.9271
47,C[C@H](Nc1nccs1)C(F)(F)F,0.24546379351747516,2,2.6,1,2.5058
48,CNC(=O)[C@H](C)CN(C)c1cccc(F)c1/C([O-])=N/S(=O)(=O)c1ccccc1,0.11348896342559109,2,2.6,1,1.1398
49,CS(=O)(=O)N1CCC[C@@H]1C(=O)NN1CCOCC1,-0.12200911603273994,2,2.6,1,-1.2261999999999984
55,C#CCNCc1nc2ccccc2n1CC(=O)N(C)Cc1ccccc1,0.23716689011696604,2,2.6,1,2.417700000000001
59,Nc1cnc2c(ccc3ccc(Cl)cc32)n1,0.29301384344124765,2,3.5,1,3.018600000000001
61,NNc1ccc(Cl)c(F)c1C#N,0.16219287689151632,2,3.5,1,1.6363800000000002
62,N/C(=N\CCOc1ncccn1)c1ccc2c(c1)OCCO2,0.10284508004776576,2,3.5,1,1.032099999999999
65,N[C@@H](c1cncc(Cl)c1)c1c(F)cccc1F,0.2969123322088098,2,3.5,1,3.061300000000001
66,N[C@H](c1cccc(Cl)c1)c1ccc(F)cn1,0.2841768182101455,2,3.5,1,2.922200000000001
67,N#Cc1ccccc1S(=O)(=O)[N-]c1ccccc1-n1cnnn1,0.19045379316038796,2,3.5,1,1.9280799999999991
68,NC(=O)[C@@H]1COCCN1C(=O)c1ccc2c(c1)CCCN2C(=O)COc1ccccc1,0.13625722806732607,2,3.5,1,1.3711000000000015
69,Nc1cc2c(cc1Cl)C(=O)N(CCCC(=O)N1CCOCC1)C2=O,0.11520621183014858,2,3.5,1,1.1572
70,NS(=O)(=O)[C@@H]1CCC[C@H](NC(=O)c2ccc(Cl)cc2F)C1,0.17891346739565794,2,3.5,1,1.8086000000000009
71,NNc1nn(-c2ccc(F)c(F)c2)c(Cl)c1I,0.263075753984308,2,3.5,1,2.6941000000000006
72,N/C(=N\OC(=O)[C@@H]1CCCN(C(=O)c2cccs2)C1)c1ccccc1,0.2415316372154993,2,3.5,1,2.4640000000000004
73,N=C1N(CCc2ccc3c(c2)OCCO3)C[C@H]2SCCCN21,0.1988808077190746,2,3.5,1,2.01567
77,N#Cc1csc(C(=O)Oc2ccc3ccccc3c2)c1,0.37927965399601304,2,3.5,1,3.992180000000002
79,Nc1cc(F)ccc1-n1ccnc1NCc1ccc(C(F)(F)F)cc1,0.3989924159109582,2,3.5,1,4.224500000000002
82,N/C(=N\O)[C@H](CCO)Cc1ccc2ccccc2c1,0.20957807774111817,2,3.5,1,2.1273
84,Nn1c(SCc2ccccc2F)nnc1-c1ccco1,0.2620702142400065,2,3.5,1,2.683300000000001
85,N[C@@H]1CCOc2ccccc21,0.14584257327699024,2,3.5,1,1.4688999999999999
87,c1cccnc1SCc1nncn1C1CC1,0.22605681942114994,2,3.6,1,2.3003
90,O=C(OCC(=O)N1CCOCC1)N(Cc1ccc(F)cc1)C1CC1,0.17667649002050725,2,3.9,1,1.7854999999999999
94,O=C(COc1ccccc1)N/N=C\c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,0.32603929655537045,2,3.9,1,3.3839000000000015
95,OC1=NNc2ccc(Br)cc2N1,0.20844962830230754,2,3.9,1,2.1155
99,OCC[C@@H]1c2ccccc2CC[C@H]1C,0.2668692890299028,2,3.9,1,2.7349000000000014
100,O[C@H](Cc1cccc(F)c1)c1ccnc2ccccc12,0.34961054516462725,2,3.9,1,3.650000000000002
103,c1cncc(COc2cccc(F)c2F)c1,0.2857020415799376,3,4.0,1,2.9388000000000014
104,c1cc(CCNCc2cncn2C2CC2)nc2ccccc12,0.3003006303661266,3,4.0,1,3.0985000000000014
107,c1csc(CCNS(=O)(=O)c2ccc3c(c2)CCC3)c1,0.26899489428379975,4,4.5,1,2.7578000000000014
108,c1coc([C@H]2CCN(C3Cc4ccccc4C3)C2)n1,0.2572207894679045,4,4.5,1,2.6313000000000013
110,c1cc2ncnc(N3CCN(C4CCCCC4)CC3)c2nc1C1CC1,0.3236241907735466,4,4.5,1,3.356900000000002
111,c1cnn(CCNC(=O)CC[C@H]2Cc3ccccc3C2=O)c1,0.18143873627628773,4,4.5,1,1.8346999999999998
113,c1coc(C[NH2+]Cc2ccc(Cn3cncn3)cc2)c1,0.11775120675350753,4,4.5,1,1.1829999999999992
114,c1c[nH+]c(Nc2ncnc3nc(CCc4ccccc4)nn23)cc1Cl,0.24638452431231703,4,4.5,1,2.515600000000001
118,c1coc(C[NH+]2CCC(c3c[nH]c4ccccc34)CC2)c1,0.26580086370154776,4,4.5,1,2.7234000000000007
119,c1c[nH+]cc(CNC(=O)NCCc2ccccn2)c1,0.0934862165817674,4,4.5,1,0.9375999999999997
123,O=C1CN(C(=O)CN2C(=O)c3ccc(Cl)cc3C2=O)c2ccccc2N1,0.18980030173158363,3,4.9,1,1.9212999999999993
124,O=S(=O)(NC[C@@H]1CCCN(c2ncccn2)C1)c1cnc2ccccc2c1[O-],0.12861372327760354,3,4.9,1,1.2932999999999988
125,O=c1cc(COc2ccc(CNC(=O)[C@H]3C[C@@H]3[N+](=O)[O-])cc2)ncn1Cc1ccccc1,0.21193836138425362,3,4.9,1,2.1519999999999992
127,O=S(=O)(/N=C(\[O-])c1ccccc1F)c1ccco1,0.09119591470151252,3,4.9,1,0.9144999999999999
129,O=C(Cc1cccc(C(F)(F)F)c1)Nc1ccc(OC[C@@H]2CCCO2)nc1,0.36612423368304403,3,4.9,1,3.839400000000002
130,O=S(=O)(NCc1ccc(Cl)nc1)c1cccc([N+](=O)[O-])c1,0.20904261181639242,3,4.9,1,2.1216999999999997
131,O=c1ccc(-c2cccc(F)c2)nn1-c1cc(F)ccc1F,0.32002952291552794,3,4.9,1,3.3168000000000015
136,c1cc(CSc2nccn2Cc2ccccc2)ccc1Br,0.46103116751870404,5,5.1,1,4.986200000000002
137,c1cc2c(cc1NCCSc1nnc(-c3ccco3)n1C[C@@H]1CCCO1)O2,0.3822568138318764,5,5.1,1,4.027000000000003
139,c1cc(-c2nc3cc(Br)coc3n2)ccc1N1CCOCC1,0.3310882581893451,5,5.1,1,3.440500000000003
142,c1csc(Nc2nc3c(c(=O)[nH]c(=O)n3C)n2CCOC2CCCC2)c1,0.21533587599092321,5,5.2,1,2.1876000000000007
144,c1cncc(C(F)(F)F)c1,0.20700478600719263,5,5.4,1,2.1003999999999996
147,c1cncc(Br)c1CNC1(c2ccc(F)cc2F)CCOCC1,0.3728937355902515,5,5.4,1,3.9178000000000024
148,c1cn(-c2ccccc2)c2c1CC2,0.25204000027030504,5,5.4,1,2.5759000000000007
150,c1cnc(Oc2ccc(C[NH3+])cc2)c(F)c1,0.1737104123487805,5,5.4,1,1.7549
152,c1cn2c(-c3ccncc3)ccnc2c1NCc1cccc(Cl)c1,0.4351076658966501,5,5.4,1,4.661800000000002
153,N[C@H](c1ccccc1F)Sc1ccccc1,0.34303653850120724,3,5.5,1,3.5753000000000013
155,N[C@H](Sc1cccc(Br)c1)C(F)(F)F,0.32643246741269655,3,5.5,1,3.3883
160,c1csc(-c2cnc(Cn3cncn3)cc2Cl)c1,0.30073728076699713,6,5.7,1,3.103300000000001
161,c1cscc1COc1ccc(CCCC(=O)N2CCOCC2)nn1,0.2258955005098263,6,5.7,1,2.2985999999999995
163,Nn1c(SCC(=O)Nc2ccccc2C(F)(F)F)nnc1-c1cccnc1,0.273228982597779,3,5.8,1,2.8035000000000014
167,OCc1cc(-c2cc(Cl)cn2C2CC2)[nH]n1,0.23160048020458474,3,6.4,1,2.3587999999999996
169,OC[C@H]1CN(c2ccc(F)cc2C(F)(F)F)CCC1=O,0.21958495886043583,3,6.4,1,2.2321999999999997
170,OC[C@]1(O)CC[C@@H](Sc2ccc(F)cc2)C1,0.2159175140986861,3,6.4,1,2.1936999999999998
171,OC(CCc1ccco1)c1ccccc1[N+](=O)[O-],0.277895500948339,3,6.4,1,2.854000000000001
175,OCc1coc(CSc2ccncc2)n1,0.18332387288581758,3,6.4,1,1.8541999999999994
176,OC1(C(=O)Nc2ccc3c(c2)COC3)CCOCC1,0.11911185061124657,3,6.4,1,1.1967999999999999
181,OCC1(c2[nH]nc(NC(=O)/C=C/c3ccsc3)c2Cl)CCC1,0.3086476736327741,3,6.4,1,3.190500000000001
185,OC[C@H]1Cc2ccccc21,0.13110105864049248,3,6.4,1,1.3186
187,OC(CO)CCOc1cccc(C(=O)N2CCCc3ccccc32)c1,0.23565631520665212,3,6.4,1,2.401700000000001
191,N=C1NCCN(S(=O)(=O)c2ccccc2S(=O)(=O)N2CCC[C@H](C)C2)C1,0.06773313242944384,3,6.7,1,0.6783699999999997
194,N=c1c2cccnc2ncn1C[C@@H]1OC(=O)c2ccccc21,0.1802557355371146,3,6.7,1,1.82247
198,NS(=O)(=O)c1cc([N-]S(=O)(=O)c2cc(F)ccc2F)ccc1-c1ccccc1,0.35165408666028203,3,6.8,1,3.673300000000002
199,NS(=O)(=O)c1ccc(SCCO)cc1Cl,0.10677146516806815,3,6.8,1,1.0718
201,NC(=O)[C@@H]1CSc2ccc(S(=O)(=O)N3CCN(c4ccc(F)cc4)CC3)cc2N1,0.16916797310771953,3,7.0,1,1.7080999999999995
203,NC(=O)c1ccc(NC(=O)[C@@H]2CCC(=O)N2)cn1,-0.060167238154517626,3,7.0,1,-0.6024000000000003
207,c1coc(COc2ccc(-c3nnn[n-]3)nc2)c1,0.10588164003237747,5,7.1,1,1.0627999999999997
208,c1coc(NC(=O)Nc2cccc(Br)c2)c1,0.3527752958086642,5,7.1,1,3.6861000000000015
209,c1coc(-c2nc3c(cnn3Cc3ccccc3)c([O-])n2)c1,0.21729948092274085,5,7.1,1,2.208199999999999
214,N#CC1(C(=O)N2CC(c3nc(-c4cccs4)no3)C2)CCCC1,0.27363423558780225,3,7.3,1,2.807880000000001
219,c1cc2c(cc1NCCSc1nnc(-c3ccccc3)o1)CCCC2,0.4478119351397755,6,7.6,1,4.819600000000003
220,c1cc2nnc(N3CCN(c4ncc5ccccc5n4)CC3)cc2c2ccccc12,0.3844576481351435,6,7.6,1,4.052800000000003
226,Nn1c(SCCC(=O)NCc2ccccc2)ncc1C(F)(F)F,0.23684598861836081,4,7.7,1,2.4143
227,Nn1c(SC[C@@H](O)CCO)nnc1-c1ccc[nH]1,-0.017758132963366192,4,7.7,1,-0.1776000000000006
231,c1csc([C@@H](NCc2cccc3c2OCCO3)C2CC2)c1,0.35924608478043385,7,8.6,1,3.760200000000002
234,c1csc(Oc2ncnc(NC3CCCCC3)c2N)c1,0.35024238218571924,7,8.6,1,3.6572000000000013
239,c1csc(CN2CCN(Cc3nc(-c4ccoc4)co3)CC2)c1,0.3197692002423587,7,8.6,1,3.313900000000002
242,c1csc([C@@H]2CCCN2C(=O)CCn2nnc3ccccc32)n1,0.2581823869541305,7,8.6,1,2.6416000000000004
247,c1csc(/C(C#N)=C\c2ccc(-n3cccn3)cc2)n1,0.326850534297026,7,8.6,1,3.3929800000000023
248,c1csc([C@]2([NH3+])CCCCC2)c1,0.21169002635154915,7,8.6,1,2.1494
251,c1csc(-c2n[nH]c(SC[C@H]3CC(O)(CO)C3)n2)c1,0.17407892138898093,7,8.6,1,1.7586999999999993
255,c1csc(Sc2nc3ccccc3cn2)c1,0.366392648653854,7,8.6,1,3.842500000000002
256,c1csc(OCCSc2nnnn2-c2cccc(Cl)c2)c1,0.3406520557710191,7,8.6,1,3.548300000000002
260,c1csc(Br)c1NCc1ccccn1,0.337944335806499,7,8.6,1,3.5177000000000014
261,O[C@H]([C@H]1COc2ccc(F)cc2C1)c1cccs1,0.3069638988439803,3,8.6,1,3.1719000000000017
268,O[C@H](CSc1nnc(N2CCCCC2)n1C)CN1CCCCC1,0.17268220923351438,4,9.0,1,1.7443
276,COc1cccc(Nc2ncnc(NNc3ccccc3)c2N)c1,0.31402092534699766,3,9.4,1,3.250000000000001
277,COC[C@@H](C)NC(=O)Nc1cnn(C)c1,0.05758621776729075,3,9.4,1,0.5764999999999997
278,CO[C@H](C(=O)N1CCC(C(=O)OC)CC1)c1ccccc1,0.17669586566039772,3,9.4,1,1.7856999999999996
279,CO[C@@H](C(=O)N1CCC(CO)CC1)c1ccc(C(F)(F)F)cc1,0.2565202763602506,3,9.4,1,2.623800000000001
280,CON(C)C(=O)COc1ccc(NC(=O)c2ccc(C)c(F)c2)cc1,0.2715180813991,3,9.4,1,2.785020000000001
281,COc1ccc(C2=NN(C(=O)c3ccccc3F)[C@@H](c3ccccc3)C2)cc1,0.4483074654674195,3,9.4,1,4.825800000000004
282,COC(C)(C)CNC(=O)C(=O)Nc1ccc(OC)c(F)c1,0.13064893765083865,3,9.4,1,1.3139999999999992
283,CO[C@H](C)C(=O)NC(C)(C)c1ccc(C)cc1,0.2337211173640126,3,9.4,1,2.381220000000001
284,CO[C@@H](C)c1noc(CS(=O)(=O)c2cccc(C)c2)n1,0.20306949349880538,3,9.4,1,2.05932
285,CONc1cc(N)ccc1Cl,0.18731203110301106,3,9.4,1,1.8955
286,COc1ccc2nc(SCC(=O)N(C)[C@@H](C)c3ccc4c(c3)CCC4)[nH]c2c1,0.41131253369821397,3,9.4,1,4.371900000000003
287,COCCNC(=O)CSc1nccn1-c1ccc(F)cc1,0.18447362842328535,3,9.4,1,1.8660999999999996
289,CO[C@@H]1CCC[C@@H](OC(=O)CCN2C(=O)SCC2=O)C1,0.15598607010360785,3,9.4,1,1.5726999999999998
290,CONC(=O)c1ccc(NS(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)cc1,0.0945368480224868,3,9.4,1,0.9481999999999999
291,N[C@@H](c1ncn(Cc2ccc(Cl)cc2)c1)c1ccc(F)cn1,0.3065200032613913,3,9.5,1,3.1670000000000016
292,N[C@@H](CSc1nccs1)C(=O)N1CCC(Oc2ccc(Cl)cc2)CC1,0.31725326071741483,3,9.5,1,3.2859000000000025
293,N[C@@H](NCCc1cccs1)c1cccc(Br)c1,0.31853874767858087,3,9.5,1,3.300200000000001
294,O[C@H](Cc1c[nH]c2ccc(F)cc12)c1ccoc1,0.30734427451096175,5,10.6,1,3.176100000000001
296,O[C@H](CN1CCOCC1)c1ccc(F)c(C(F)(F)F)c1,0.21748050182453277,5,10.6,1,2.2100999999999997
297,O[C@H](COc1ccc(F)cc1Cl)C[C@@H](O)c1cccs1,0.3278344514408279,5,10.6,1,3.4040000000000017
302,O[C@H](CSc1ccccc1Cl)c1ccc(-n2ccnc2)c(F)c1,0.4211177912033651,5,10.6,1,4.4905000000000035
304,O[C@H](Cn1ccnc1)CCSc1nc2ccccc2s1,0.29461277197288377,5,10.6,1,3.036100000000001
306,O[C@H](C(=O)Nc1ccc(Br)cc1)c1cccc(Cl)c1Cl,0.41596266632261725,5,10.6,1,4.428000000000001
309,O[C@H](Cc1ccc(OCc2ccncc2)cn1)c1ccco1,0.28440661276378487,5,10.6,1,2.9247000000000014
311,O[C@H](CNc1ccc(C(F)(F)F)cc1Cl)c1ccccc1,0.4222524016448932,5,10.6,1,4.504300000000002
312,O[C@H](COc1ccccc1Cl)CC(=O)Nc1ccccc1Cl,0.3593941359198499,5,10.6,1,3.7619000000000025
313,O[C@H](CCn1cc(Cl)cn1)c1ccc(F)c(F)c1F,0.2983888065045506,5,10.6,1,3.0775000000000015
317,O[C@H](CSc1nnnn1C)c1ccccc1Cl,0.16733147576369542,5,10.6,1,1.6892
319,O[C@H](Cn1cncn1)c1ccc2c(c1)OCO2,0.07390500218615915,5,10.6,1,0.7404000000000001
321,O[C@H](C(=O)c1c(F)cccc1Cl)[C@@H]1COc2ccccc2O1,0.2786981201561069,5,10.6,1,2.862700000000001
326,O[C@H](CNCc1cnc(-c2cccnc2)s1)c1ccccn1,0.23769532092409434,5,10.6,1,2.4233000000000002
330,O[C@H](C[C@@H]1CCCN1c1ncccn1)c1ccc(Cl)c(F)c1,0.32404490242098766,5,10.6,1,3.361600000000002
332,O[C@H](CSc1nc(-c2ccccc2)c[nH]1)c1cccc(Cl)c1,0.4264749519397014,5,10.6,1,4.555800000000001
333,O[C@H](C1CCCCC1)C[C@@H]1CCCO1,0.24460843244109895,5,10.6,1,2.4967000000000006
339,NNC(=O)c1cc(Cl)ccc1O,0.06481899143285284,3,11.4,1,0.6490999999999998
341,NN1CCN(c2cccc(CC(=O)Nc3cccnc3)c2)CC1,0.12518976900504278,3,11.4,1,1.2584999999999986
342,NN(Cc1ccccc1)Cn1c(=O)oc2ccccc21,0.19043644600857293,3,11.4,1,1.9279000000000004
344,NN[C@H](CO)c1c(F)cccc1Br,0.10806634912016688,3,11.4,1,1.0848999999999995
348,NNC(=O)N/N=C/c1ccc(C2CCCCC2)cc1,0.22043187949940027,3,11.4,1,2.2411000000000003
349,NNc1cc(CSc2nnc(N3CCC[C@@H](O)C3)n2-c2ccccc2)no1,0.17752888844129422,3,11.4,1,1.7942999999999998
353,NN[C@H]1C(=O)N(c2cccc(Cl)c2)c2ccccc21,0.24705130677099865,3,11.4,1,2.5227000000000004
354,NNS(=O)(=O)c1ccc(NC(=O)Cn2c(=O)oc3ccccc32)cc1,0.03850095943206894,3,11.4,1,0.3852000000000002
355,NN/C(=N\N=C/c1cccc([N+](=O)[O-])c1)Nc1ccc2cccnc2c1,0.23627956580674384,3,11.4,1,2.4082999999999997
357,NNC(=O)Cc1csc(CSc2ncccn2)n1,0.07563527414429334,3,11.4,1,0.7578000000000001
372,c1cc(S[C@@H]2CCS(=O)(=O)C2)c2oc3ccccc3c2c1,0.3683562791966402,6,12.3,1,3.8652000000000024
374,c1cc(Cl)ccc1[C@@H](Cc1cccc(F)c1)Cn1cccn1,0.4383689753035034,6,12.3,1,4.702100000000003
375,c1cc([N+](=O)[O-])ccc1-c1ccc(C2OCCO2)o1,0.28215322056471126,6,12.3,1,2.9002000000000017
380,c1cc(-c2nc(NCCO)csc2=O)c[nH]1,0.09001568404316677,6,12.3,1,0.9025999999999998
381,c1cc(Br)c(N[C@H](CCO)c2ccccc2)cc1Cl,0.4331843714602554,6,12.3,1,4.638100000000001
384,c1cc(S(=O)(=O)[N-]c2ccc3[nH]ccc3c2)ccc1F,0.3540879246156698,6,12.3,1,3.701100000000001
387,c1cc([N+](=O)[O-])ccc1-n1ccnc1Cl,0.23869517961865216,6,12.3,1,2.4339000000000004
389,c1cc(OCCCc2nc3ccccc3n2CC(F)(F)F)c2nccnc2n1,0.37552523249616165,6,12.3,1,3.948400000000003
390,c1cc(C[NH2+]Cc2cccnc2)ccc1Br,0.2077033990967871,6,12.3,1,2.1077
393,c1cc(Br)c(O)c(CNC(=O)c2ccc3ccccc3n2)c1,0.3481086578310824,6,12.3,1,3.632900000000002
394,c1cc([C@@H]2CCCN2C(=O)NCCCO)c[nH]1,0.12372284845449268,6,12.3,1,1.2435999999999998
396,c1cc(Sc2ccccc2Cl)nc(C2CC2)n1,0.39343698380729364,6,12.3,1,4.158600000000002
397,c1cc(/C([O-])=N/S(=O)(=O)c2cn(-c3ccccc3)cn2)ccc1Br,0.20989356133025855,6,12.3,1,2.1306000000000003
398,c1cc(Cl)ccc1CN1CCN(CCn2cncn2)CC1,0.17316725774077682,6,12.3,1,1.7492999999999994
401,c1cc(OCc2cccc3ncccc23)c2cc[nH]c2c1,0.40491172720431867,6,12.3,1,4.295100000000002
404,O=C(NCc1cc[nH+]c(N2CCCC2)c1)N1CC=C(c2ccccc2Cl)CC1,0.35863627195362846,4,12.6,1,3.753200000000003
410,O=c1c2cc(C(F)(F)F)ccc2sc1=O,0.24683533240283517,4,12.7,1,2.5203999999999995
411,O=C(NCCSc1ncc(-c2ccccc2)o1)c1ccccc1O,0.34250703402116567,5,13.3,1,3.5693000000000024
412,O=C(COc1ccc2c(c1)CCC2)Nc1ccc(F)c(F)c1,0.3338011709498323,5,13.3,1,3.471000000000002
413,O=C([O-])[C@@]1(CCCCO)CCOc2ccc(Cl)cc21,0.12659710445871883,5,13.3,1,1.272799999999999
414,O=C(c1cccc(S(=O)(=O)N2CCCCC2)c1)N1CCN(c2ccc(O)cc2)CC1,0.24766153636603047,5,13.3,1,2.5292000000000003
415,O=C(OCCO)NCC1CCCCC1,0.12781703906232506,5,13.3,1,1.2851999999999997
416,O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1ccc(-n2cncn2)c(F)c1,0.2882439203807704,5,13.3,1,2.9665
417,O=C([C@@H]1CC=CCC1)O[C@@H](c1ccc2c(c1)OCO2)N1CCCC1,0.32829848507104675,5,13.3,1,3.409200000000002
419,O=C(CNC(=O)c1ccsc1)Nc1ccc(Cl)cc1,0.27012624537390123,5,13.3,1,2.7700000000000005
421,O=C(c1cccs1)N1CCN(S(=O)(=O)c2ccc3c(c2)CCC3)CC1,0.23393665124697885,5,13.3,1,2.3835000000000006
422,O=C(Oc1ccc(OC(F)F)cc1)c1ccc(F)c(F)c1,0.361438869481902,5,13.3,1,3.785400000000001
423,O=C(/C=C/c1cc(Br)c2c(c1)OCO2)NCC(F)(F)F,0.2793251838249774,5,13.3,1,2.8695000000000013
425,O=C(NCc1cccc(Cn2ccnc2)c1)c1cc(C2(CCO)CCCC2)n[nH]1,0.2709325733515183,5,13.3,1,2.7787000000000006
426,O=C(CCn1cnc2sccc2c1=O)NCc1ccc(F)cc1,0.22636993249568962,5,13.3,1,2.3036000000000003
428,O=C(c1cccc(-n2ccnc2)c1)N1CCC[C@@H]1c1ccc(C2CC2)nn1,0.3378823287859431,5,13.3,1,3.517000000000002
429,O=C(OCC(N)=O)c1ccc(Cl)cc1,0.09789546162745423,5,13.3,1,0.9821
430,O=C(/C=C\c1ccccc1)N[C@@H]1CCc2ccccc2C1,0.3251095353141456,5,13.3,1,3.3735000000000026
431,O=C([C@@H]1CCCO1)N1CCC[C@H]2CCC[C@@H]21,0.1931912172420001,5,13.3,1,1.9565000000000001
434,Cc1sc2ncn(CC(=O)c3ccccc3)c(=O)c2c1C,0.28744049979372527,3,13.4,1,2.957740000000001
436,c1cn2c(c1)SC[C@H](Cc1ccccc1)N2,0.26814125286236984,6,13.5,1,2.7486000000000006
437,c1cn2ccncc2c1NC(=O)CN1C(=O)[C@H]2CCCC[C@H]2C1=O,0.1437964069797415,6,13.5,1,1.4479999999999997
438,N[C@H](c1ccc(N2CCSCC2)cc1)c1ccc(Br)cn1,0.33152447386274,4,14.1,1,3.445400000000002
439,N[C@H](CN1CCOC[C@H]1C1CC1)c1ccc(F)cc1F,0.20461067946970857,4,14.1,1,2.0753999999999997
441,N[C@H](Nc1ccc([C@@H](O)c2ccco2)cc1)c1ccncc1,0.2752820018777928,4,14.1,1,2.825700000000001
442,N[C@H](On1cccc1)C(=O)c1ccc2c(c1)OCO2,0.08113128390054501,4,14.1,1,0.8130999999999993
450,N[C@H](NS(=O)(=O)N1CCCCC1)c1ccco1,0.055662406553766294,4,14.1,1,0.5572000000000004
452,N[C@H](SCCOc1ccccc1)c1ccc(F)cc1,0.34479116700785184,4,14.1,1,3.595200000000002
453,N[C@H]([NH3+])c1cccc(OCC2CCCC2)c1,0.14446228113036802,4,14.1,1,1.4547999999999994
455,N[C@H]([C@@H]1CCO[C@@H]1C)c1ccccc1,0.2080574098150789,4,14.1,1,2.1114000000000006
459,N[C@H](N/N=C/c1cc(Cl)ccc1O)C1CCCCC1,0.27606740475898167,4,14.1,1,2.834200000000001
460,N[C@H](O)Cc1cccc(Cl)c1,0.11544301988488109,4,14.1,1,1.1596
461,N[C@H](Sc1ccccc1)C(=O)N1CCCCC1,0.20466816683207872,4,14.1,1,2.076
469,c1c[nH+]c2c(c1)CCCN2C(=O)c1ccc(Cl)c(Br)c1,0.33722664666990904,5,14.3,1,3.5096000000000025
471,c1coc(Cn2cccn2)n1,0.09168181776907994,6,14.5,1,0.9193999999999999
